run_id,model,method,task,question_id,signature,corrected_f1,corrected_precision,corrected_recall,predicted_count,ground_truth_count,recovery
full-gemini-3.7-flash-tier3-task6-rlm-x500-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-gemini-3.7-flash-tier3-task6-rlm-x500-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,exact,1.0,1.0,1.0,18,18,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,omissions only,0.5714285714285715,1.0,0.4,2,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,extra selections only,0.9,0.8181818181818182,1.0,22,18,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,omissions only,0.5714285714285715,1.0,0.4,2,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,mixed omissions and extras,0.3478260869565218,0.8,0.2222222222222222,5,18,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-x500-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,mixed omissions and extras,0.5,0.6666666666666666,0.4,3,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r01,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,mixed omissions and extras,0.8715548621944877,0.854230377166157,0.8895966029723992,981,942,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r01,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,mixed omissions and extras,0.9600000000000001,0.955274983950353,0.9647719904905987,4673,4627,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r01,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,mixed omissions and extras,0.8610223642172523,0.9245283018867925,0.8056801195814649,583,669,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r01,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,mixed omissions and extras,0.908616187989556,0.8446601941747572,0.9830508474576272,206,177,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r02,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,mixed omissions and extras,0.9811122770199371,0.9699170124481328,0.9925690021231423,964,942,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r02,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,mixed omissions and extras,0.9554602441438468,0.9726824899238692,0.938837259563432,4466,4627,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r02,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,mixed omissions and extras,0.8872427983539095,0.9871794871794872,0.8056801195814649,546,669,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r02,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,mixed omissions and extras,0.9456521739130435,0.9109947643979057,0.9830508474576272,191,177,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,mixed omissions and extras,0.9207287050713934,0.8585858585858586,0.9925690021231423,1089,942,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,mixed omissions and extras,0.9139059092325268,0.8796481407437026,0.9509401339961098,5002,4627,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,mixed omissions and extras,0.848151062155783,0.8953488372093024,0.8056801195814649,602,669,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r03,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,mixed omissions and extras,0.8668407310704961,0.8058252427184466,0.9378531073446328,206,177,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,mixed omissions and extras,0.8577981651376148,0.7552504038772213,0.9925690021231423,1238,942,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,mixed omissions and extras,0.7452665502887068,0.9840425531914894,0.5997406526907283,2820,4627,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,mixed omissions and extras,0.8610223642172523,0.9245283018867925,0.8056801195814649,583,669,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r04,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,mixed omissions and extras,0.8900804289544236,0.8469387755102041,0.9378531073446328,196,177,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-acyl-chloride-with-primary-amine,mixed omissions and extras,0.7589285714285715,0.614323258869908,0.9925690021231423,1522,942,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-carboxylic-acid-with-primary-amine,mixed omissions and extras,0.962381419692509,0.9711707746478874,0.9537497298465528,4544,4627,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-primary-amine,mixed omissions and extras,0.7794508414526129,0.9565217391304348,0.6576980568011959,460,669,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task6-rlm-xfull-r05,Gemini 3.7 Flash,rlm,tier3/task6,rxh-t3-task6-ester-with-secondary-amine,mixed omissions and extras,0.9534246575342465,0.925531914893617,0.9830508474576272,188,177,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x100-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x100-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x100-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x100-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x100-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x100-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,empty answer,0.0,0.0,0.0,0,6,empty-prediction-from-count
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,mixed omissions and extras,0.6451612903225806,0.7142857142857143,0.5882352941176471,14,17,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.8947368421052632,0.8095238095238095,1.0,21,17,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,empty answer,0.0,0.0,0.0,0,6,empty-prediction-from-count
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.8947368421052632,0.8095238095238095,1.0,21,17,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.8947368421052632,0.8095238095238095,1.0,21,17,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x1000-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.8947368421052632,0.8095238095238095,1.0,21,17,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x500-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r01,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x500-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x500-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x500-r02,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x500-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r03,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x500-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r04,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-codeact-x500-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.8,1.0,0.6666666666666666,4,6,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,codeact-historical-transcript
full-gemini-3.7-flash-tier3-task7-codeact-x500-r05,Gemini 3.7 Flash,codeact,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,exact,1.0,1.0,1.0,8,8,codeact-answer-line
full-gemini-3.7-flash-tier3-task7-rlm-x100-r01,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r01,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r01,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-gemini-3.7-flash-tier3-task7-rlm-x100-r01,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r01,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r02,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r02,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r02,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-call
full-gemini-3.7-flash-tier3-task7-rlm-x100-r02,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r02,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-nitro-groups-to-amines,extra selections only,0.9090909090909091,0.8333333333333334,1.0,6,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r03,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-azide,omissions only,0.7499999999999999,1.0,0.6,3,5,rlm-final-call
full-gemini-3.7-flash-tier3-task7-rlm-x100-r03,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-alcohol-to-carboxylic-acid,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r03,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-grignard-ketone-to-tertiary-alcohol,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
full-gemini-3.7-flash-tier3-task7-rlm-x100-r03,Gemini 3.7 Flash,rlm,tier3/task7,rxh-t3-task7-nitrile-to-amine,exact,1.0,1.0,1.0,5,5,rlm-final-answer-box-wrapped
